id-ditc,nome-slug,nome-antes,nome,cod,lat,lon,alt,id,name-original,elevação,lat_dms,lon_dms,Igualdade,FuzzySet
484,carira,Carira-A420,Carira,A420,-10.399719,-37.747503,290 ,223,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CARIRA/SE,308.00,10°23'S,37°44'W,IGUAL,1
486,itabaianinha,Itabaianinha-A417,Itabaianinha,A417,-11.2725,-37.795,205 ,221,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ITABAIANINHA/SE,208.00,11°16'S,37°47'W,IGUAL,1
488,poco-verde,Poço Verde-A419,Poço Verde,A419,-10.738020,-38.108389,367 ,222,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE POÇO VERDE/SE,362.00,10°44'S,38°06'W,IGUAL,1
489,ariranha,Ariranha-A736,Ariranha,A736,-21.132937,-48.840426,525 ,412,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ARIRANHA/SP,525.00,21°07'S,48°50'W,IGUAL,1
490,avare,Avaré-A725,Avaré,A725,-23.101749,-48.940997,776 ,404,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE AVARÉ/SP,654.00,23°04'S,48°53'W,IGUAL,1
491,barra-bonita,Barra Bonita-A741,Barra Bonita,A741,-22.471205,-48.557573,534 ,417,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BARRA BONITA/SP,544.00,22°20'S,48°33'W,IGUAL,1
492,barra-do-turvo,Barra do Turvo-A746,Barra do Turvo,A746,-24.962819,-48.416379,660 ,419,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BARRA DO TURVO/SP,667.00,24°57'S,48°24'W,IGUAL,1
493,barretos,Barretos-A748,Barretos,A748,-20.559175,-48.544997,534 ,421,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BARRETOS/SP,533.00,20°33'S,48°32'W,IGUAL,1
494,barueri,Baruerí-A755,Baruerí,A755,-23.52389,-46.86945,777 ,423,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BARUERI/SP,791.00,23°31'S,46°52'W,IGUAL,1
495,bauru,Bauru-A705,Bauru,A705,-22.358052,-49.028877,636 ,393,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BAURU/SP,550.00,22°18'S,49°42'W,IGUAL,1
499,campos-do-jordao,Campos do Jordão-A706,Campos do Jordão,A706,-22.750231,-45.603836,1.663 ,394,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAMPOS DO JORDÃO/SP,1642.00,22°45'S,45°36'W,IGUAL,1
500,casa-branca,Casa Branca-A738,Casa Branca,A738,-21.78056,-47.07528,734 ,414,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CASA BRANCA/SP,730.00,21°46'S,47°04'W,IGUAL,1
502,franca,Franca-A708,Franca,A708,-20.584475,-47.382549,1.003 ,396,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FRANCA/SP,1026.00,20°34'S,47°22'W,IGUAL,1
503,ibitinga,Ibitinga-A737,Ibitinga,A737,-21.855567,-48.799717,497 ,413,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE IBITINGA/SP,492.00,21°51'S,48°48'W,IGUAL,1
504,iguape,Iguape-A712,Iguape,A712,-24.671654,-47.545896,3 ,398,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE IGUAPE/SP,3.00,24°42'S,47°33'W,IGUAL,1
505,itapeva,Itapeva-A714,Itapeva,A714,-23.981918,-48.885818,743 ,400,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ITAPEVA/SP,707.00,23°58'S,48°51'W,IGUAL,1
506,itapira,Itapira-A739,Itapira,A739,-22.415062,-46.805292,635 ,415,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ITAPIRA/SP,633.00,22°24'S,46°48'W,IGUAL,1
507,ituverava,Ituverava-A753,Ituverava,A753,-20.35976,-47.77522,611 ,422,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ITUVERAVA/SP,600.00,20°21'S,47°46'W,IGUAL,1
508,jales,Jales-A733,Jales,A733,-20.165025,-50.595134,460 ,409,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JALES/SP,457.00,20°09'S,50°35'W,IGUAL,1
509,jose-bonifacio,José Bonifácio-A735,José Bonifácio,A735,-21.085675,-49.920388,408 ,411,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JOSÉ BONIFÁCIO/SP,405.00,21°02'S,49°41'W,IGUAL,1
510,lins,Lins-A727,Lins,A727,-21.666045,-49.734854,461 ,406,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE LINS/SP,459.00,21°39'S,49°44'W,IGUAL,1
512,ourinhos,Ourinhos-A716,Ourinhos,A716,-22.949000,-49.894546,443 ,402,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE OURINHOS/SP,448.00,22°57'S,49°51'W,IGUAL,1
513,piracicaba,Piracicaba-A726,Piracicaba,A726,-22.703132,-47.623317,566 ,405,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PIRACICABA/SP,573.00,22°42'S,47°37'W,IGUAL,1
514,pradopolis,Pradópolis-A747,Pradópolis,A747,-21.338432,-48.114007,540 ,420,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PRADÓPOLIS/SP,544.00,21°20'S,48°06'W,IGUAL,1
515,presidente-prudente,Presidente Prudente-A707,Presidente Prudente,A707,-22.119867,-51.408637,432 ,395,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PRESIDENTE PRUDENTE/SP,435.55,22°07'S,51°24'W,IGUAL,1
516,rancharia,Rancharia-A718,Rancharia,A718,-22.372832,-50.974710,399 ,403,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RANCHARIA/SP,350.00,22°22'S,50°58'W,IGUAL,1
518,sao-carlos,São Carlos-A711,São Carlos,A711,-21.980353,-47.883927,859 ,397,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO CARLOS/SP,863.00,21°57'S,47°52'W,IGUAL,1
523,sorocaba,Sorocaba-A713,Sorocaba,A713,-23.426035,-47.585552,609 ,399,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SOROCABA/SP,609.00,23°21'S,47°40'W,IGUAL,1
524,taubate,Taubaté-A728,Taubaté,A728,-23.041668,-45.520841,582 ,407,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TAUBATÉ/SP,571.00,23°02'S,45°31'W,IGUAL,1
526,valparaiso,Valparaiso-A734,Valparaiso,A734,-21.319138,-50.930158,382 ,410,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE VALPARAISO/SP,374.00,21°19'S,50°55'W,IGUAL,1
527,votuporanga,Votuporanga-A729,Votuporanga,A729,-20.403221,-49.966031,510 ,408,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE VOTUPORANGA/SP,486.00,20°24'S,49°57'W,IGUAL,1
528,almas,Almas-A053,Almas,A053,-11.284098,-47.212125,503 ,301,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ALMAS/TO,512.00,11°28'S,47°21'W,IGUAL,1
529,araguacu,Araguaçu-A054,Araguaçu,A054,-12.592213,-49.528738,231 ,302,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ARAGUACU/TO,231.00,12°59'S,49°52'W,IGUAL,1
530,araguaina,Araguaina-A021,Araguaina,A021,-7.103954,-48.201231,231 ,290,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ARAGUAÍNA/TO,226.00,07°06'S,48°12'W,IGUAL,1
531,araguatins,Araguatins-A044,Araguatins,A044,-5.643725,-48.111839,131 ,296,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ARAGUATINS/TO,117.00,05°38'S,48°06'W,IGUAL,1
532,campos-lindos,Campos Lindos-A043,Campos Lindos,A043,-8.154665,-46.639323,427 ,295,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAMPOS LINDOS/TO,425.00,08°09'S,46°38'W,IGUAL,1
534,dianopolis,Dianópolis-A038,Dianópolis,A038,-11.594448,-46.847209,728 ,291,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE DIANOPOLIS/TO,732.00,11°35'S,46°50'W,IGUAL,1
535,formoso-do-araguaia,Formoso do Araguaia-A039,Formoso do Araguaia,A039,-11.887377,-49.608215,215 ,292,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FORMOSO DO ARAGUAIA/TO,220.00,11°53'S,49°36'W,IGUAL,1
536,gurupi,Gurupi-A019,Gurupi,A019,-11.745782,-49.049703,279 ,288,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE GURUPI/TO,287.00,11°44'S,49°02'W,IGUAL,1
539,mateiros,Mateiros-A040,Mateiros,A040,-10.434441,-45.921941,791 ,293,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MATEIROS/TO,798.00,10°25'S,45°55'W,IGUAL,1
540,palmas,Palmas-A009,Palmas,A009,-10.190744,-48.301811,292 ,285,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PALMAS/TO,280.00,10°11'S,48°18'W,IGUAL,1
541,parana,Paranã-A010,Paranã,A010,-12.614893,-47.871917,285 ,286,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PARANÃ/TO,280.00,12°36'S,47°52'W,IGUAL,1
542,pedro-afonso,Pedro Afonso-A020,Pedro Afonso,A020,-8.968677,-48.177259,190 ,289,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PEDRO AFONSO/TO,189.00,08°58'S,48°11'W,IGUAL,1
543,peixe,Peixe-A018,Peixe,A018,-12.015377,-48.544517,251 ,287,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PEIXE/TO,242.00,12°01'S,48°33'W,IGUAL,1
544,pium,Pium-A051,Pium,A051,-10.476944,-49.629475,161 ,299,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PIUM/TO,161.00,10°47'S,49°62'W,IGUAL,1
545,rio-sono,Rio Sono-A050,Rio Sono,A050,-9.793363,-47.132732,291 ,298,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RIO SONO/TO,291.00,09°16'S,47°13'W,IGUAL,1
546,santa-fe-do-araguaia,Santa Fé do Araguaia-A048,Santa Fé do Araguaia,A048,-7.124191,-48.781267,171 ,297,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANTA FE DO ARAGUAIA/TO,171.00,07°12'S,48°78'W,IGUAL,1
547,santa-rosa-do-tocantins,Santa Rosa do Tocantins-A052,Santa Rosa do Tocantins,A052,-11.429018,-48.184889,306 ,300,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANTA ROSA DO TOCANTINS/TO,306.00,11°04'S,48°18'W,IGUAL,1
0,porto-grande,,,,,,,252,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PORTO GRANDE/AP,77.00,00°42'N,51°25'W,?,0
5,prq-est-chandless,Parque Estadual Chandless-A102,Parque Estadual Chandless,A102,-9.358353,-69.926257,185 ,225,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PRQ. EST. CHANDLESS/AC,206.00,09°21'S,69°56'W,SEMELHANTE,0.6799999999999999
13,parintins,,,,,,,243,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PARINTINS/AM,35.00,02°38'S,56°45'W,?,0
31,s-g-da-cachoeira,,,,,,,249,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE S. G. DA CACHOEIRA/AM,90.00,00°07'S,67°03'W,?,0
33,marambaia,,,,,,,372,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MARAMBAIA/RJ,9.70,23°03'S,43°36'W,?,0
53,formoso-do-rio-preto,Formosa do Rio Preto-A452,Formosa do Rio Preto,A452,-11.0521639,-45.2007694,488 ,141,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FORMOSO DO RIO PRETO/BA,488.00,11°05'S,45°20'W,SEMELHANTE,0.95
66,l-e-magalhaes,,,,,,,99,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE L. E. MAGALHAES/BA,754.04,12°09'S,45°49'W,?,0
77,sta-rita-de-cassia,Santa Rita de Cássia-A415,Santa Rita de Cássia,A415,-11.002768,-44.524965,450 ,109,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE STA RITA DE CASSIA/BA,450.00,11°01'S,44°31'W,SEMELHANTE,0.9
100,santana,,,,,,,163,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANTANA/MA,8.00,02°16'S,43°37'W,?,0
101,marianopolid-do-to,,,,,,,294,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MARIANOPOLID DO TO/TO,203.00,09°34'S,49°43'W,?,0
105,ecologia-agricola,,,,,,,371,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ECOLOGIA AGRÍCOLA/RJ,34.00,22°48'S,43°41'W,?,0
107,parati,,,,,,,382,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PARATÍ/RJ,4.00,23°13'S,44°43'W,?,0
109,pres-kennedy,,,,,,,309,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PRES. KENNEDY/ES,80.00,21°06'S,41°02'W,?,0
112,sant-do-livramento,,,,,,,451,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANT. DO LIVRAMENTO/RS,328.00,30°50'S,55°36'W,?,0
113,vila-militar,,,,,,,384,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE VILA MILITAR/RJ,45.00,22°51'S,43°24'W,?,0
115,alto-paraiso-goias,Alto Paraíso de Goiás-A024,Alto Paraíso de Goiás,A024,-14.133074,-47.523258,1.265 ,16,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ALTO PARAISO GOIAS/GO,1260.00,14°07'S,47°31'W,SEMELHANTE,0.8571428571428572
120,moela,,,,,,,418,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MOELA/SP,45.00,24°02'S,46°15'W,?,0
121,santa-marta,,,,,,,507,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANTA MARTA/SC,52.00,28°36'S,48°48'W,?,0
130,monte-alegre-goias,Monte Alegre de Goiás-A032,Monte Alegre de Goiás,A032,-13.253521,-46.890326,551 ,21,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MONTE ALEGRE GOIAS/GO,1253.00,13°14'S,46°53'W,SEMELHANTE,0.8571428571428572
137,s-felix-do-araguaia,,,,,,,74,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE S.FELIX DO ARAGUAIA/MT,218.00,11°37'S,50°43'W,?,0
150,preguicas,,,,,,,164,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PREGUIÇAS/MA,0.10,02°35'S,42°42'W,?,0
151,forte-de-copacabana,,,,,,,388,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FORTE DE COPACABANA/RJ,45.00,22°59'S,43°11'W,?,0
154,sao-luiz,São Luís-A203,São Luís,A203,-2.526771,-44.213577,55 ,158,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO LUIZ/MA,56.00,02°31'S,44°12'W,SEMELHANTE,0.875
159,c-do-araguaia,,,,,,,275,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE C. DO ARAGUAIA/PA,180.00,08°15'S,49°16'W,?,0
161,chui,,,,,,,488,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CHUÍ/RS,13.00,33°45'S,53°21'W,?,0
163,belo-horizonte-cercadinho,,,,,,,370,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BELO HORIZONTE - CERCADINHO/MG,1214.00,19°97'S,43°95'W,?,0
164,belo-hor-pampulha,,,,,,,329,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BELO HOR. (PAMPULHA)/MG,869.00,19°53'S,43°58'W,?,0
171,conc-das-alagoas,Conceição das Alagoas-A520,Conceição das Alagoas,A520,-19.985860,-48.151574,573 ,328,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CONC. DAS ALAGOAS/MG,568.00,19°59'S,48°09'W,SEMELHANTE,0.7619047619047619
175,mina-do-palito,,,,,,,276,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MINA DO PALITO/PA,261.00,06°19'S,55°47'W,?,0
182,guarda-mor,,,,,,,354,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE GUARDA-MOR/MG,616.00,17°48'S,47°01'W,?,0
186,manaus,,,,,,,232,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MANAUS/AM,67.00,03°07'S,59°57'W,?,0
190,sao-paulo,,,,,,,392,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SAO PAULO/SP,792.06,23°30'S,46°37'W,?,0
202,palmeira-da-missoes,,,,,,,477,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PALMEIRA DA MISSÕES/RS,631.00,27°55'S,53°19'W,?,0
203,patrocinio,Patrocíonio-A523,Patrocíonio,A523,-18.996684,-46.985935,978 ,331,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PATROCÍNIO/MG,976.00,19°00'S,46°58'W,SEMELHANTE,0.9090909090909091
209,s-j-del-rei,São João del Rei-A514,São João del Rei,A514,-21.106502,-44.250928,930 ,322,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE S.J.DEL REI/MG,991.00,21°06'S,44°15'W,SEMELHANTE,0.6875
217,xerem,,,,,,,373,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE XEREM/RJ,33.00,22°35'S,43°16'W,?,0
227,cpo-grande,Campo Grande-A702,Campo Grande,A702,-20.447195,-54.722615,528 ,27,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CPº. GRANDE/MS,530.00,20°27'S,54°36'W,SEMELHANTE,0.8333333333333334
245,s-gabriel-do-oeste,São Gabriel do Oeste-A732,São Gabriel do Oeste,A732,-19.420320,-54.553088,646 ,41,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE S. GABRIEL DO OESTE/MS,647.00,19°25'S,54°33'W,SEMELHANTE,0.9
256,cpo-novo-dos-parecis,Campo Novo dos Parecis-A905,Campo Novo dos Parecis,A905,-13.785907,-57.838485,525 ,59,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CPº NOVO DOS PARECIS/MT,570.00,13°47'S,57°50'W,SEMELHANTE,0.9090909090909091
275,sto-antonio-do-leste,,,,,,,82,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE STO ANTONIO DO LESTE/MT,648.00,14°55'S,53°53'W,?,0
279,sto-augusto,,,,,,,452,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE STO. AUGUSTO/RS,550.00,27°51'S,53°47'W,?,0
280,s-luis-do-paraitinga,,,,,,,416,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE S LUIS DO PARAITINGA/SP,874.00,23°13'S,45°25'W,?,0
281,s-j-do-rio-claro,São José do Rio Claro-A903,São José do Rio Claro,A903,-13.453981,-56.677323,340 ,57,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE S.J.DO RIO CLARO/MT,350.00,13°27'S,56°39'W,SEMELHANTE,0.7619047619047619
282,sao-tome,,,,,,,383,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO TOMÉ/RJ,8.00,22°02'S,41°03'W,?,0
286,vila-bela-da-s-trind,,,,,,,75,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE VILA BELA DA S.TRIND/MT,222.00,15°03'S,59°52'W,?,0
289,morretos,,,,,,,511,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MORRETOS/PR,59.00,25°30'S,48°48'W,?,0
293,pico-do-couto,,,,,,,379,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PICO DO COUTO/RJ,1777.00,22°27'S,43°17'W,?,0
297,rio-claro,,,,,,,387,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RIO CLARO/RJ,516.00,22°65'S,44°04'W,?,0
308,s-luiz-gonzaga,,,,,,,474,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE S. LUIZ GONZAGA/RS,245.11,28°25'S,54°57'W,?,0
319,jacarepagua,,,,,,,389,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JACAREPAGUA/RJ,19.00,22°59'S,43°22'W,?,0
334,pres-figueiredo,,,,,,,246,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PRES. FIGUEIREDO/AM,92.00,02°03'S,60°01'W,?,0
352,s-raimundo-nonato,São Raimundo Nonato-A345,São Raimundo Nonato,A345,-9.033211,-42.701112,383 ,205,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE S. RAIMUNDO NONATO/PI,402.00,09°01'S,42°42'W,SEMELHANTE,0.8947368421052632
356,bom-jardim-da-serra,,,,,,,495,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BOM JARDIM DA SERRA/SC,1822.00,28°00'S,49°30'W,?,0
360,gen-carneiro,,,,,,,446,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE Gen. CARNEIRO/PR,1018.00,26°23'S,51°21'W,?,0
365,lagoa-vermelha,,,,,,,473,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE LAGOA VERMELHA/RS,842.00,28°13'S,51°30'W,?,0
372,mineiros,,,,,,,18,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MINEIROS/GO,706.00,17°34'S,52°35'W,?,0
373,mal-candido-rondon,Marechal Cândido Rondon-A820,Marechal Cândido Rondon,A820,-24.533303,-54.019248,392 ,427,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE Mal. CANDIDO RONDON/PR,392.00,24°32'S,54°01'W,SEMELHANTE,0.782608695652174
382,s-j-dos-ausentes,,,,,,,462,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE S. J. DOS AUSENTES/RS,1244.00,28°45'S,50°03'W,?,0
385,s-mig-arcanjo,,,,,,,401,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE S. MIG. ARCANJO/SP,678.00,23°51'S,48°09'W,?,0
387,maues,,,,,,,242,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MAUÉS/AM,35.00,03°23'S,57°40'W,?,0
388,ponte-alta-gama,,,,,,,3,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PONTE ALTA (GAMA)/DF,990.00,15°93'S,48°13'W,?,0
391,arembepe,,,,,,,98,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE AREMBEPE/BA,10.78,12°45'S,38°09'W,?,0
394,rio-urubu,,,,,,,245,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RIO URUBU/AM,59.00,02°25'S,59°33'W,?,0
395,goioere,,,,,,,432,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE GOIOÊRE/PR,468.00,24°11'S,53°01'W,?,0
396,manicore,,,,,,,248,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MANICORÉ/AM,71.00,05°48'S,61°07'W,?,0
